Time,Time Code,Series Name,Series Code,United Kingdom [GBR],Afghanistan [AFG],Albania [ALB],Algeria [DZA],American Samoa [ASM],Andorra [AND],Angola [AGO],Antigua and Barbuda [ATG],Argentina [ARG],Armenia [ARM],Aruba [ABW],Australia [AUS],Austria [AUT],Azerbaijan [AZE],"Bahamas, The [BHS]",Bahrain [BHR],Bangladesh [BGD],Barbados [BRB],Belarus [BLR],Belgium [BEL],Belize [BLZ],Benin [BEN],Bermuda [BMU],Bhutan [BTN],Bolivia [BOL],Bosnia and Herzegovina [BIH],Botswana [BWA],Brazil [BRA],British Virgin Islands [VGB],Brunei Darussalam [BRN],Bulgaria [BGR],Burkina Faso [BFA],Burundi [BDI],Cabo Verde [CPV],Cambodia [KHM],Cameroon [CMR],Canada [CAN],Cayman Islands [CYM],Central African Republic [CAF],Chad [TCD],Channel Islands [CHI],Chile [CHL],China [CHN],Colombia [COL],Comoros [COM],"Congo, Dem. Rep. [COD]","Congo, Rep. [COG]",Costa Rica [CRI],Cote d'Ivoire [CIV],Croatia [HRV],Cuba [CUB],Curacao [CUW],Cyprus [CYP],Czech Republic [CZE],Denmark [DNK],Djibouti [DJI],Dominica [DMA],Dominican Republic [DOM],Ecuador [ECU],"Egypt, Arab Rep. [EGY]",El Salvador [SLV],Equatorial Guinea [GNQ],Eritrea [ERI],Estonia [EST],Eswatini [SWZ],Ethiopia [ETH],Faroe Islands [FRO],Fiji [FJI],Finland [FIN],France [FRA],French Polynesia [PYF],Gabon [GAB],"Gambia, The [GMB]",Georgia [GEO],Germany [DEU],Ghana [GHA],Gibraltar [GIB],Greece [GRC],Greenland [GRL],Grenada [GRD],Guam [GUM],Guatemala [GTM],Guinea [GIN],Guinea-Bissau [GNB],Guyana [GUY],Haiti [HTI],Honduras [HND],"Hong Kong SAR, China [HKG]",Hungary [HUN],Iceland [ISL],India [IND],Indonesia [IDN],"Iran, Islamic Rep. [IRN]",Iraq [IRQ],Ireland [IRL],Isle of Man [IMN],Israel [ISR],Italy [ITA],Jamaica [JAM],Japan [JPN],Jordan [JOR],Kazakhstan [KAZ],Kenya [KEN],Kiribati [KIR],"Korea, Dem. People's Rep. [PRK]","Korea, Rep. [KOR]",Kosovo [XKX],Kuwait [KWT],Kyrgyz Republic [KGZ],Lao PDR [LAO],Latvia [LVA],Lebanon [LBN],Lesotho [LSO],Liberia [LBR],Libya [LBY],Liechtenstein [LIE],Lithuania [LTU],Luxembourg [LUX],"Macao SAR, China [MAC]",Madagascar [MDG],Malawi [MWI],Malaysia [MYS],Maldives [MDV],Mali [MLI],Malta [MLT],Marshall Islands [MHL],Mauritania [MRT],Mauritius [MUS],Mexico [MEX],"Micronesia, Fed. Sts. [FSM]",Moldova [MDA],Monaco [MCO],Mongolia [MNG],Montenegro [MNE],Morocco [MAR],Mozambique [MOZ],Myanmar [MMR],Namibia [NAM],Nauru [NRU],Nepal [NPL],Netherlands [NLD],New Caledonia [NCL],New Zealand [NZL],Nicaragua [NIC],Niger [NER],Nigeria [NGA],North Macedonia [MKD],Northern Mariana Islands [MNP],Norway [NOR],Oman [OMN],Pakistan [PAK],Palau [PLW],Panama [PAN],Papua New Guinea [PNG],Paraguay [PRY],Peru [PER],Philippines [PHL],Poland [POL],Portugal [PRT],Puerto Rico [PRI],Qatar [QAT],Romania [ROU],Russian Federation [RUS],Rwanda [RWA],Samoa [WSM],San Marino [SMR],Sao Tome and Principe [STP],Saudi Arabia [SAU],Senegal [SEN],Serbia [SRB],Seychelles [SYC],Sierra Leone [SLE],Singapore [SGP],Sint Maarten (Dutch part) [SXM],Slovak Republic [SVK],Slovenia [SVN],Solomon Islands [SLB],Somalia [SOM],South Africa [ZAF],South Sudan [SSD],Spain [ESP],Sri Lanka [LKA],St. Kitts and Nevis [KNA],St. Lucia [LCA],St. Martin (French part) [MAF],St. Vincent and the Grenadines [VCT],Sudan [SDN],Suriname [SUR],Sweden [SWE],Switzerland [CHE],Syrian Arab Republic [SYR],Tajikistan [TJK],Tanzania [TZA],Thailand [THA],Timor-Leste [TLS],Togo [TGO],Tonga [TON],Trinidad and Tobago [TTO],Tunisia [TUN],Turkey [TUR],Turkmenistan [TKM],Turks and Caicos Islands [TCA],Tuvalu [TUV],Uganda [UGA],Ukraine [UKR],United Arab Emirates [ARE],United States [USA],Uruguay [URY],Uzbekistan [UZB],Vanuatu [VUT],"Venezuela, RB [VEN]",Vietnam [VNM],Virgin Islands (U.S.) [VIR],West Bank and Gaza [PSE],"Yemen, Rep. [YEM]",Zambia [ZMB]
2020,YR2020,"Survival Rate from Age 15-60, Female",HD.HCI.AMRT.FE,0.947157144546509,0.811160564422607,0.950911700725555,0.920461475849152,..,..,0.78317928314209,0.917915642261505,0.921317934989929,0.935094475746155,..,0.960026323795319,0.956844329833984,0.911737084388733,..,0.944542407989502,0.887490451335907,..,0.923246622085571,0.948368787765503,..,0.791960597038269,..,0.80881142616272,..,0.941036880016327,0.839711844921112,0.909704208374023,..,0.902452349662781,0.916523039340973,0.776439130306244,0.751087248325348,..,0.869816958904266,0.722602188587189,0.953041434288025,..,0.632054924964905,0.667302072048187,..,0.94149249792099,0.940546929836273,0.92292457818985,0.807891488075256,0.778118968009949,0.762858748435974,0.943805813789368,0.679018318653107,0.950894474983215,..,..,0.967579901218414,0.948098361492157,0.948270738124847,..,0.896381855010986,0.886451244354248,0.913066864013672,0.895961821079254,0.898103892803192,..,..,0.944504857063293,0.695531964302063,0.818898022174835,..,0.827280521392822,0.956479668617249,0.950591385364532,..,0.819949746131897,0.779632568359375,0.923636317253113,0.952926993370056,0.788930475711823,..,0.958251237869263,..,0.882643938064575,..,0.890324890613556,0.770815193653107,..,0.819192886352539,0.805408000946045,0.885679841041565,0.967374503612518,0.925265371799469,0.966035485267639,0.854949533939362,0.876120388507843,0.951362907886505,0.872336268424988,0.956357777118683,..,0.96305114030838,0.964793026447296,0.896700263023376,0.964919030666351,0.912015020847321,0.906566500663757,0.808584213256836,0.848833441734314,..,0.968236267566681,0.934000015258789,0.959521412849426,0.907014727592468,0.8466517329216,0.912757992744446,0.947147727012634,0.586081683635712,0.795982480049133,..,..,0.92119836807251,0.956705272197723,0.975916028022766,0.822109699249268,0.793013334274292,0.916756927967072,..,0.759184896945953,0.965414047241211,0.73499870300293,0.825702726840973,0.907419681549072,0.90464323759079,0.855189681053162,0.905378103256226,..,0.878626823425293,0.934979200363159,0.939060509204865,0.737210154533386,0.852057456970215,0.756442904472351,0.954999983310699,0.873651802539825,0.957175552845001,..,0.952132105827332,0.898774385452271,0.781256675720215,0.678516685962677,0.937396824359894,..,0.957723677158356,0.937755167484283,0.86359840631485,0.891000032424927,0.924117386341095,0.81494402885437,0.880363345146179,0.916425883769989,0.870098531246185,0.941049516201019,0.959635972976685,..,0.968503415584564,0.927489757537842,0.891232967376709,0.841681718826294,0.920290052890778,..,..,0.925009727478027,0.857922434806824,0.926185548305511,0.902946352958679,0.650606870651245,0.965553104877472,..,0.939850687980652,0.957633674144745,0.876391887664795,..,0.755095899105072,0.702226042747498,0.96511846780777,0.944690465927124,0.920000016689301,0.903857111930847,..,0.876130640506744,0.81518965959549,..,0.96125739812851,0.965218484401703,..,0.905216217041016,0.810278356075287,0.922928392887115,0.884097754955292,0.759526610374451,0.880812287330627,0.892290592193604,0.933730185031891,0.938763678073883,..,..,0.814999997615814,0.7708939909935,0.898943603038788,0.955770432949066,0.918321132659912,0.924673318862915,0.900023341178894,0.899005532264709,..,0.924107432365417,..,0.909266352653503,0.826083123683929,0.782057642936707
2020,YR2020,"Survival Rate from Age 15-60, Male",HD.HCI.AMRT.MA,0.919664800167084,0.766116201877594,0.907820880413055,0.898356080055237,..,..,0.676909208297729,0.874258518218994,0.854534029960632,0.828158974647522,..,0.932335913181305,0.91805362701416,0.851323843002319,..,0.928777456283569,0.85075980424881,..,0.780994355678558,0.914832890033722,..,0.744294404983521,..,0.805360317230225,..,0.886294305324554,0.752315640449524,0.813774883747101,..,0.857575178146362,0.818918943405151,0.743925452232361,0.693440496921539,..,0.802678167819977,0.685906171798706,0.927166283130646,..,0.550574660301209,0.624893069267273,..,0.894164741039276,0.907561540603638,0.850121557712555,0.756652176380157,0.729076385498047,0.723024189472198,0.88875025510788,0.643198907375336,0.884319245815277,..,..,0.936455905437469,0.898117125034332,0.915555119514465,..,0.827276110649109,0.804157018661499,0.840947985649109,0.818982541561127,0.734526515007019,..,..,0.851487517356873,0.526452779769897,0.766833007335663,..,0.744172036647797,0.905145883560181,0.901247382164001,..,0.763779878616333,0.72404944896698,0.780565440654755,0.909693598747253,0.74786114692688,..,0.907891750335693,..,0.821351647377014,..,0.800702452659607,0.742903828620911,..,0.732223629951477,0.745447218418121,0.834594309329987,0.938838303089142,0.833883881568909,0.943871259689331,0.798603534698486,0.8242227435112,0.917981088161469,0.815534710884094,0.932230174541473,..,0.937419176101685,0.940734088420868,0.825395524501801,0.932833969593048,0.877204418182373,0.781231462955475,0.738337218761444,0.767349660396576,..,0.921981871128082,0.878000020980835,0.931493401527405,0.791125178337097,0.797645449638367,0.775474667549133,0.924664258956909,0.460189580917358,0.755322217941284,..,..,0.766995847225189,0.928423643112183,0.94247430562973,0.771144509315491,0.681108295917511,0.841118574142456,..,0.73983895778656,0.93749725818634,0.665888786315918,0.783282041549683,0.813435733318329,0.816662430763245,0.823348760604858,0.764368772506714,..,0.714527666568756,0.87663209438324,0.92894035577774,0.616611003875732,0.754607796669006,0.656355619430542,0.909999966621399,0.835958778858185,0.93565970659256,..,0.92733496427536,0.801669538021088,0.751909494400024,0.638883888721466,0.881453990936279,..,0.932369887828827,0.900429606437683,0.828018605709076,0.841000020503998,0.853539347648621,0.751247465610504,0.836816549301147,0.85575807094574,0.76630312204361,0.84916353225708,0.904555559158325,..,0.959156453609467,0.830003261566162,0.715539693832397,0.786895990371704,0.862874388694763,..,..,0.909285247325897,0.78676164150238,0.859844863414764,0.799556493759155,0.611474215984344,0.94108784198761,..,0.857999801635742,0.913872718811035,0.838108777999878,..,0.627863347530365,0.652298212051392,0.927317500114441,0.85080623626709,0.833999991416931,0.826528787612915,..,0.794400990009308,0.757316648960114,..,0.938986957073212,0.942809522151947,..,0.837167024612427,0.753615975379944,0.815480768680573,0.832741320133209,0.725777566432953,0.787719428539276,0.814747154712677,0.89497447013855,0.882938146591187,..,..,0.759999990463257,0.701804339885712,0.729095995426178,0.931383967399597,0.861651420593262,0.862380504608154,0.831142127513886,0.849640488624573,..,0.812533676624298,..,0.875229597091675,0.780761361122131,0.682770252227783
2020,YR2020,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),SP.MTR.1519.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,YR2020,"Tertiary education, academic staff (% female)",SE.TER.TCHR.FE.ZS,..,13.6786499023438,56.9641189575195,44.1846008300781,..,50,..,..,..,60.7458190917969,..,..,..,..,..,41.9354782104492,28.2547302246094,..,61.0081787109375,..,53.4320297241211,..,..,30.2872104644775,..,46.3837089538574,42.2136001586914,..,..,48.1243286132813,..,8.72241020202637,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.1333312988281,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.8858909606934,..,23.0578098297119,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.4985198974609,..,33.9968490600586,..,..,..,..,..,..,..,27.8216590881348,65.2586517333984,..,..,..,..,..,..,64.3865432739258,39.7441787719727,..,..,..,..,..,..,..,..,36.7205505371094,..,..,..,..,..,..,..,..,40.625,..,..,57.4674186706543,51.4285697937012,..,50.493221282959,27.6529998779297,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.2038803100586,..,..,..,36.7541809082031,..,..,41.5036010742188,12.2799301147461,48.4817695617676,55.5555610656738,..,..,..,..,..,..,..,..,..,..,52.3040390014648,..,56.8493194580078,..,..,..,..,..,..,..,..,..,..,..,6.54728984832764,52.7896995544434,..,..,..,47.8236618041992,..,..,..,57.9737281799316,37.2278289794922,..,..,43.1525917053223,..,..,..,..,28.4826908111572,..,..
2020,YR2020,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),SG.AGE.FUPN.EQ,1,0,0,0,..,..,0,1,0,1,..,1,0,0,1,0,0,1,0,1,1,1,..,0,0,1,1,0,..,1,0,1,1,0,0,1,1,..,1,1,..,0,0,0,1,1,1,1,1,0,..,..,1,0,1,0,1,1,1,1,0,1,0,1,1,1,..,1,1,1,..,1,1,0,1,1,..,1,..,1,..,1,1,1,1,1,0,1,1,1,1,1,0,0,1,..,0,1,1,1,0,0,1,1,..,1,1,0,0,0,1,0,1,1,0,..,0,1,..,1,1,1,1,1,1,1,1,1,1,1,0,..,0,0,1,0,0,1,..,1,1,..,1,1,1,1,0,..,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,..,0,1,1,0,0,0,1,0,1,1,..,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,..,..,..,1,0,1,1,1,0,1,0,0,..,0,0,1
2020,YR2020,The age at which men and women can retire with partial pension benefits is the same (1=yes; 0=no),SG.AGE.PAPN.EQ,1,0,0,0,..,..,1,1,1,1,..,1,1,1,1,1,0,1,0,1,1,1,..,0,1,0,1,1,..,1,0,1,1,1,0,1,1,..,1,1,..,1,1,1,1,1,1,1,1,0,..,..,1,0,1,1,1,1,1,1,1,1,0,1,1,1,..,1,1,1,..,1,1,1,1,1,..,1,..,1,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1,..,1,1,1,1,1,0,1,1,..,1,1,0,0,1,1,0,1,1,1,..,0,1,..,1,1,1,1,1,1,1,1,1,1,1,0,..,0,0,1,1,0,1,..,1,1,..,1,1,1,1,0,..,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,..,0,1,1,0,0,0,1,1,1,1,..,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,..,..,..,1,1,1,1,1,0,1,1,0,..,0,0,1
2020,YR2020,The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,0,0,1,1,..,..,1,0,1,1,..,1,1,1,0,0,0,1,1,1,1,0,..,0,1,1,0,1,..,0,1,1,0,0,0,1,1,..,1,0,..,1,1,1,0,1,0,0,1,1,..,..,1,1,1,0,0,0,0,0,1,1,0,1,0,0,..,0,0,1,..,1,0,1,0,0,..,1,..,0,..,1,0,1,1,1,0,0,1,1,1,0,1,0,1,..,1,1,0,1,1,1,0,0,..,0,0,0,0,1,1,0,0,0,0,..,1,1,..,0,0,0,0,1,0,0,1,0,1,0,1,..,1,1,1,1,1,1,..,0,1,..,1,0,0,0,1,..,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,..,1,1,0,0,1,0,1,0,1,1,..,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,..,..,..,0,1,0,1,1,0,0,1,1,..,0,0,0
2020,YR2020,The law prohibits discrimination in employment based on gender (1=yes; 0=no),SG.LAW.NODC.HR,1,0,1,0,..,..,1,1,1,1,..,1,1,1,1,1,0,1,1,1,0,1,..,1,0,1,0,1,..,0,1,1,1,1,1,1,1,..,1,1,..,1,1,1,1,1,0,1,1,1,..,..,1,1,1,1,0,1,1,1,1,1,1,1,1,1,..,1,1,1,..,1,1,1,1,1,..,1,..,1,..,0,1,1,1,1,1,1,1,1,1,1,0,1,1,..,1,1,0,1,0,1,1,1,..,1,1,0,1,1,1,1,1,1,1,..,1,1,..,1,1,0,1,1,1,1,1,1,1,0,1,..,1,1,1,1,0,1,..,1,1,..,1,1,1,0,1,..,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,..,1,1,0,1,1,1,1,0,0,1,..,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,..,..,..,1,1,1,1,1,1,0,1,1,..,1,1,1
2020,YR2020,The law provides for the valuation of nonmonetary contributions (1=yes; 0=no),SG.LAW.NMCN,1,0,1,0,..,..,1,0,1,1,..,1,1,1,1,0,0,1,1,1,1,0,..,0,1,1,0,1,..,1,1,1,1,1,1,1,1,..,1,1,..,1,1,1,0,1,1,1,1,1,..,..,1,1,1,0,1,1,1,0,1,1,1,1,1,1,..,1,1,1,..,1,1,1,1,0,..,1,..,1,..,1,0,1,1,1,1,1,1,1,0,1,0,0,1,..,1,1,1,1,0,1,1,0,..,1,1,0,1,1,1,0,1,0,0,..,1,1,..,1,1,1,0,0,1,0,0,1,1,0,1,..,1,1,0,1,0,1,..,0,1,..,1,1,0,0,1,..,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,..,1,1,0,0,1,0,1,0,0,1,..,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,..,..,..,0,1,0,1,1,1,0,1,1,..,0,0,0
2020,YR2020,The mandatory retirement age for men and women is the same (1=yes; 0=no),SG.AGE.MRET.EQ,1,1,1,0,..,..,0,1,1,1,..,1,1,1,1,1,1,1,1,1,1,1,..,1,1,1,1,0,..,1,0,1,1,1,1,1,1,..,1,1,..,1,0,1,1,1,1,1,1,1,..,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1,..,1,1,1,..,1,1,1,1,1,..,1,..,1,..,1,1,1,1,1,1,1,1,1,1,1,0,0,1,..,1,1,1,1,1,0,1,1,..,1,1,1,1,1,1,1,1,1,0,..,1,1,..,1,1,1,1,1,1,1,1,1,1,1,0,..,1,1,1,0,1,1,..,1,1,..,1,1,1,1,1,..,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,..,0,1,1,1,1,1,1,1,1,1,..,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,..,..,..,1,1,1,1,1,1,1,1,0,..,1,1,1
2020,YR2020,There are periods of absence due to childcare accounted for in pension benefits (1=yes; 0=no),SG.ABS.PENB,1,0,1,1,..,..,0,0,0,1,..,0,1,0,1,1,0,1,1,1,1,1,..,0,1,0,1,1,..,1,1,1,0,1,0,1,1,..,1,1,..,1,0,0,0,1,1,1,1,1,..,..,1,1,1,1,0,0,1,1,1,0,0,1,0,0,..,0,1,1,..,1,0,0,1,0,..,1,..,1,..,0,1,0,1,0,0,1,1,1,0,0,0,1,1,..,1,1,0,1,1,1,0,0,..,1,0,0,1,0,1,0,1,0,0,..,1,1,..,1,0,0,0,1,0,0,1,0,0,0,1,..,0,1,0,1,0,1,..,0,1,..,1,0,1,0,1,..,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,..,1,1,0,0,0,0,1,0,1,1,..,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,..,..,..,0,1,1,0,1,1,0,0,0,..,0,0,0
2020,YR2020,There is legislation on sexual harassment in employment (1=yes; 0=no),SG.LEG.SXHR.EM,1,1,1,1,..,..,0,0,1,0,..,1,1,1,1,1,1,1,0,1,1,1,..,1,1,1,0,1,..,0,1,1,1,1,1,1,1,..,1,1,..,1,1,1,1,1,0,1,1,1,..,..,1,1,1,1,0,1,1,1,1,0,1,1,0,1,..,1,1,1,..,1,0,1,1,1,..,1,..,0,..,0,1,0,1,0,1,1,1,1,1,0,0,1,1,..,1,1,0,0,0,0,1,1,..,1,1,0,1,1,1,0,1,1,0,..,1,1,..,1,1,1,1,0,1,0,0,1,1,0,1,..,1,1,1,1,0,1,..,1,1,..,1,1,1,1,1,..,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,..,1,1,0,0,1,1,1,1,0,1,..,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,..,..,..,1,1,1,1,1,0,0,1,1,..,0,0,1
2020,YR2020,There is legislation specifically addressing domestic violence (1=yes; 0=no),SG.LEG.DVAW,1,0,1,1,..,..,1,1,1,1,..,1,1,1,1,1,1,1,1,1,1,1,..,1,1,1,1,1,..,1,1,1,1,1,1,0,1,..,1,1,..,1,1,1,1,0,0,1,0,1,..,..,1,1,1,1,1,1,1,0,1,0,0,0,1,1,..,1,1,1,..,0,1,1,1,1,..,1,..,1,..,1,0,1,1,0,1,1,1,1,1,1,0,0,1,..,1,1,1,1,1,1,1,1,..,1,1,1,1,1,1,1,0,1,0,..,1,1,..,1,1,1,1,0,1,1,0,1,1,1,1,..,1,1,1,1,0,1,..,1,1,..,1,1,0,1,1,..,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,..,1,1,1,0,1,0,1,1,1,1,..,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,..,..,..,1,1,1,1,1,0,1,1,1,..,0,0,1
2020,YR2020,There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,1,0,0,0,..,..,0,0,0,1,..,1,1,1,0,0,0,0,1,1,0,0,..,0,0,0,0,0,..,0,1,0,0,0,0,0,1,..,0,0,..,1,0,0,0,0,0,0,0,1,..,..,0,1,1,0,0,0,0,0,0,0,0,1,0,0,..,0,1,1,..,0,0,0,1,0,..,0,..,0,..,0,0,0,0,0,0,0,1,1,0,0,0,0,1,..,0,1,0,1,0,1,0,0,..,1,0,0,0,0,1,0,0,0,0,..,1,1,..,0,0,0,0,0,0,0,0,0,0,0,1,..,1,1,0,0,0,0,..,0,0,..,1,0,0,0,0,..,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,..,1,1,0,0,0,0,0,0,0,0,..,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,..,..,..,0,0,1,1,0,1,0,0,0,..,0,0,0
2020,YR2020,"Time-related underemployment, female (% of employment)",SL.EMP.UNDR.FE.ZS,..,26.3700008392334,..,..,..,..,..,..,17.4200000762939,7.51000022888184,..,12.5200004577637,5.34000015258789,24.3199996948242,..,..,..,..,0.379999995231628,5.84000015258789,..,..,..,..,..,2.1800000667572,10.8299999237061,9.23999977111816,..,16.3600006103516,0.629999995231628,..,..,..,..,..,1.63999998569489,..,..,..,..,8.92000007629395,..,..,..,..,..,16.6499996185303,..,2.63000011444092,..,..,7.88000011444092,0.509999990463257,4.55000019073486,..,..,5.23999977111816,..,..,10.0100002288818,..,..,1.42999994754791,..,..,..,..,6.92999982833862,9.36999988555908,..,..,..,4.98000001907349,3.76999998092651,..,..,8.30000019073486,..,..,..,..,..,..,..,..,36.5099983215332,2.95000004768372,0.970000028610229,5.71999979019165,..,6.71000003814697,10.3299999237061,..,8.43000030517578,..,1.57000005245209,9.47999954223633,..,4.98999977111816,0.189999997615814,..,..,..,..,4.15999984741211,..,..,1.99000000953674,..,3.9300000667572,..,..,..,..,..,1.25,2.15000009536743,..,..,..,4.57000017166138,..,..,3.36999988555908,..,..,..,..,..,..,..,0.389999985694885,67.7900009155273,..,..,..,..,..,..,5.11999988555908,..,6.17999982833862,..,..,..,1.52999997138977,..,4.6100001335144,..,..,..,..,..,..,9.92000007629395,..,1.80999994277954,7.15999984741211,..,..,1.87999999523163,..,23.2399997711182,..,..,..,0.870000004768372,..,5.15999984741211,3.30999994277954,..,4.96999979019165,..,1.39999997615814,4.40000009536743,..,..,6.67999982833862,..,10.0500001907349,..,..,..,..,..,..,..,5.32000017166138,10.0200004577637,..,..,..,1.45000004768372,..,..,..,..,..,3.85999989509583,..,..,..,..,..,..,2.21000003814697,10.0799999237061,..,..,..,2.08999991416931,..,1.22000002861023,..,..
2020,YR2020,"Time-related underemployment, male (% of employment)",SL.EMP.UNDR.MA.ZS,..,19.5799999237061,..,..,..,..,..,..,13.9499998092651,6.57000017166138,..,9.81999969482422,2.45000004768372,15.0100002288818,..,..,..,..,0.340000003576279,4.15000009536743,..,..,..,..,..,2.76999998092651,3.54999995231628,6.1100001335144,..,10.6899995803833,0.340000003576279,..,..,..,..,..,1.0900000333786,..,..,..,..,6.3600001335144,..,..,..,..,..,10.3000001907349,..,1.94000005722046,..,..,6.65999984741211,0.270000010728836,2.9300000667572,..,..,5.78999996185303,..,0.00999999977648258,6.05999994277954,..,..,1.02999997138977,..,..,..,..,5.88000011444092,6.59999990463257,..,..,..,4.46000003814697,2.28999996185303,..,..,5.15999984741211,..,..,..,..,..,..,..,..,21.8799991607666,4.1399998664856,0.879999995231628,3.67000007629395,..,7.05999994277954,12.7600002288818,..,6.82000017166138,..,0.800000011920929,8.53999996185303,..,2.16000008583069,0.170000001788139,..,..,..,..,3.9300000667572,..,..,1.49000000953674,..,3.96000003814697,..,..,..,..,..,0.790000021457672,1.72000002861023,..,..,..,3.1800000667572,..,..,3.50999999046326,..,..,..,..,..,..,..,0.490000009536743,58.8199996948242,..,..,..,..,..,..,2.98000001907349,..,2.65000009536743,..,..,..,2.49000000953674,..,3.25,..,..,..,..,..,..,12.1400003433228,..,1.44000005722046,6.32000017166138,..,..,2.4300000667572,..,16.0799999237061,..,..,..,0.720000028610229,..,5.94000005722046,4.80999994277954,..,3.44000005722046,..,0.959999978542328,3.78999996185303,..,..,4.21000003814697,..,4.65000009536743,..,..,..,..,..,..,..,3.99000000953674,3.1800000667572,..,..,..,1.75,..,..,..,..,..,4.34000015258789,..,..,..,..,..,..,2.41000008583069,8.32999992370605,..,..,..,2.1800000667572,..,1.69000005722046,..,..
2020,YR2020,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
